row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
4494,PILHA DURACELL AUDITIVA 312 BLISTER,41333030203,3.87,3.91,3.93,3.95,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4495,PILHA DURACELL BOTAO BLIST CR2032,41333038865,7.41,7.5,7.54,7.57,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4496,PILHA DURACELL BOTAO CR2032 BLISTER,41333038216,10.8,10.93,10.98,11.03,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4497,PILHA ELGIN ALCALINA 12V A23 BLISTER,7897013553479,2.41,2.44,2.45,2.46,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4498,PILHA ELGIN ALCALINA AA PEQ BLISTER,7897013534188,1.82,1.84,1.85,1.86,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4499,PILHA ELGIN ALCALINA AA PEQ BLISTER,7897013534195,1.55,1.57,1.58,1.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4500,PILHA ELGIN ALCALINA AA PEQ LV8PG7 BLIS,7908412502040,1.55,1.57,1.58,1.59,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4501,PILHA ELGIN ALCALINA AAA PAL BLISTER,7897013534201,1.82,1.84,1.85,1.86,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4502,PILHA ELGIN ALCALINA AAA PAL BLISTER,7897013534218,1.54,1.56,1.57,1.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4503,PILHA ELGIN ALCALINA AAA PAL LV8PG7 BLIS,7908412502057,1.55,1.57,1.58,1.59,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4504,PILHA ELGIN ZINCO AA PEQ TUBO,7908412502392,0.67,0.67,0.68,0.68,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4505,PILHA ELGIN ZINCO AAA PAL BLISTER,7897013538049,0.76,0.77,0.77,0.77,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4506,PILHA ELGIN ZINCO AAA PAL TUBO,7908412502408,0.66,0.67,0.67,0.68,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4507,PILHA FIATLUX ALCALINA PAL AAA,7896007904372,4.66,4.72,4.74,4.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4508,PILHA FIATLUX ALCALINA PEQ AA,7896007904174,4.66,4.72,4.74,4.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4509,PILHA RAYOVAC ALCALINA AA BLISTER,7896009728020,3.47,3.51,3.53,3.54,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4510,PILHA RAYOVAC ALCALINA AAA BLISTER,7896009760006,3.95,4,4.01,4.03,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4511,PILHA RAYOVAC ALCALINA AAA TUBO,7896009764608,3.27,3.31,3.33,3.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4512,PILHA RVAC ALCALINA GDE BLIST 20220,7896009722011,13.76,13.92,13.99,14.05,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4513,PILHA RVAC ALCALINA PAL AAA BLIST 20912,7896009724015,7.99,8.09,8.13,8.16,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4514,PILHA RVAC ALCALINA PAL AAA CART 20958,7896009760655,6.94,7.03,7.06,7.09,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4515,PILHA RVAC ALCALINA PEQ AA BLIST 20853,7896009728013,6.98,7.06,7.09,7.13,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4516,PILHA RVAC ALCALINA PEQ AA CART 20859,7896009760433,6.28,6.35,6.38,6.41,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4517,PILHA RVAC ALCALINA PEQ AA TUBO 20856,7896009764615,5.96,6.03,6.06,6.09,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4518,PILHA RVAC ZINCO GDE BANDEJA 10210,7896009765346,3.92,3.97,3.99,4.01,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4519,PILHA RVAC ZINCO GDE BLIST 10298,7896009712012,4.78,4.84,4.86,4.88,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4520,PILHA RVAC ZINCO MED BANDEJA 10105,7896009765353,3.64,3.68,3.7,3.72,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4521,PILHA RVAC ZINCO PAL AAA BLIST 10307,7896009761911,5.6,5.67,5.69,5.72,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4522,PILHA RVAC ZINCO PAL AAA TUBO 10303,7896009761928,1,1.01,1.02,1.02,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4523,PILHA RVAC ZINCO PEQ AA BLIST 10842,7896009718113,5.33,5.39,5.42,5.44,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4524,PILHA RVAC ZINCO PEQ AA TUBO 10862,7896009765162,0.82,0.83,0.83,0.84,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4525,PIMENTA DO REINO ARIANE 100G,7896972100366,4.52,4.58,4.6,4.62,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4526,PINCA DEP MUNDIAL INOX FLEX 110CD,7891060815917,0.86,0.87,0.87,0.88,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4527,PINCEL P/PINTURA KIT CHATO K21/10,17890265569318,2.11,2.14,2.15,2.16,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4528,PINCEL P/PINTURA KIT CHATO K21/12,17890265569325,2.21,2.24,2.25,2.26,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4529,PINCEL P/PINTURA KIT CHATO K21/14,17890265569332,2.42,2.45,2.46,2.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4530,PINCEL P/PINTURA KIT CHATO K21/16,17890265569349,2.49,2.51,2.53,2.54,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4531,PINCEL P/PINTURA KIT CHATO K21/4,17890265569288,1.79,1.81,1.82,1.83,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4532,PINCEL P/PINTURA KIT CHATO K21/8,17890265569301,1.91,1.93,1.94,1.95,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4533,PINCEL P/PINTURA KIT RED K20/10,7890265569182,1.42,1.43,1.44,1.45,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4534,PINCEL P/PINTURA KIT RED K20/16,17890265569219,1.66,1.68,1.69,1.69,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4535,PINCEL P/PINTURA KIT RED K20/8,17890265569172,1.41,1.42,1.43,1.44,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4536,PINCEL SILIC TRAMONTINA SOFTTA VM,7891112344532,16.54,16.73,16.81,16.89,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4537,PINTURA A DEDO 6 CORES ACRILEX 15ML,7891153028958,5.01,5.07,5.09,5.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4538,PIPOCA DOCE 100G JUPOCA,7896221400025,2.98,3.02,3.03,3.05,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4539,PIPOCA M ONDAS PACHA 100G BACON,7896602901066,2.12,2.14,2.15,2.16,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4540,PIPOCA M ONDAS PACHA 100G MANTEIGA,7896602901004,2.12,2.14,2.15,2.16,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4541,PIPOCA M ONDAS PACHA 100G NATURAL,7896602901011,2.12,2.14,2.15,2.16,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4542,PIPOCA M ONDAS YOKI 100G BACON,7891095100729,4.23,4.28,4.3,4.32,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891095100729.webp,21044,0,0,2026-07-07T13:42:00
4543,PIPOCA M ONDAS YOKI 100G MANTEIGA,57891095110167,4.26,4.31,4.33,4.35,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4544,PIPOCA M ONDAS YOKI 100G MANTEIGA CINEMA,7891095008452,4.23,4.28,4.3,4.32,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891095008452.webp,59272,0,0,2026-07-07T13:42:00
4545,PIR 7BELO 500G FRAMBOESA,7891118025886,8.82,8.92,8.97,9.01,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891118025886.webp,62248,0,0,2026-07-07T13:42:00
4546,PIR BIG BIG 500G MORANGO,7891118025893,8.82,8.92,8.97,9.01,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891118025893.webp,60502,0,0,2026-07-07T13:42:00
4547,PIR BIG BIG 500G TUTTI FRUTI,7891118025909,8.82,8.92,8.97,9.01,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891118025909.webp,58840,0,0,2026-07-07T13:42:00
4548,PIR BLONG 672G RECH CHIC BLACK FRUT VERM,7896306615306,0.51,0.51,0.51,0.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4549,PIR BLONG 672G RECH CHIC BLUE FRAMBOEZA,7896306615313,0.51,0.51,0.51,0.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4550,PIR CATAVENTO 12G FRUTAS SORTIDAS,7898967923196,1.98,2,2.01,2.02,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4551,PIR DIPLOKO 10G NEON CAVEIRA SORTIDOS,7898754690058,1.54,1.56,1.57,1.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4552,PIR DIPLOKO 10G NEON DONUTS SORT,7898754690072,1.54,1.56,1.57,1.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4553,PIR DIPLOKO 10G NEON PUMPKIN SORT,7898754690041,1.54,1.56,1.57,1.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4554,PIR DIPLOKO 10G NEON UNICORNIO SORTIDOS,7898754690089,1.69,1.71,1.71,1.72,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4555,PIR DIPLOKO 10G NEON VOA LOKO SORTIDOS,7898964630837,1.91,1.94,1.95,1.95,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4556,PIR DIPLOKO 11G BOOOM AMORA EXPLOSIVO,7898934595531,1.59,1.61,1.62,1.63,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4557,PIR DIPLOKO 11G BOOOM SALADA FRUT EXPLOS,7898934595579,1.59,1.61,1.62,1.63,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4558,PIR DIPLOKO 11G BOOOM UVA EXPLOSIVO,7898934595517,1.59,1.61,1.62,1.63,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4559,PIR DIPLOKO 15G LOLLIPOP DINO SORTIDOS,7898754690508,1.46,1.48,1.48,1.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4560,PIR DIPLOKO 15G LOLLIPOP DONUTS SORT,7898967923899,1.45,1.47,1.47,1.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4561,PIR DIPLOKO 15G LOLLIPOP MONSTERS SORT,7898967923912,1.45,1.47,1.47,1.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4562,PIR DIPLOKO 15G LOLLIPOP OCEAN SORT,7898754690515,1.45,1.47,1.48,1.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4563,PIR DORI YOGURTE 100 MASTIGAVEL 50UN DP,7896058595529,0.25,0.26,0.26,0.26,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4564,PIR ERLAN BUUH 480G PINT LINGUA MIX,7896077083946,8.09,8.19,8.23,8.27,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4565,PIR ERLAN GUTY 480G MASTIGAVEL RECH MORA,7896077083847,7.58,7.67,7.71,7.75,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4566,PIR ERLAN SPLASHPOP 480G CEREJA,7896077083908,8.09,8.19,8.23,8.27,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4567,PIR ERLAN SPLASHPOP 480G PINT LINGUA MIX,7896077078133,8.04,8.14,8.17,8.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4568,PIR FLO BRUXOLITO QPINTA 500G 50UN,7896321003669,0.22,0.22,0.22,0.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4569,PIR FLO CORACAO 400G COLOR BABY 100UN,7896321007582,0.1,0.1,0.1,0.1,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4570,PIR FLO CORACAO 400G MORAN BABY 100UN,7896321007599,0.1,0.1,0.1,0.1,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4571,PIR FLO CORACAO 400G T.FRUTI BABY 100UN,7896321007605,0.1,0.1,0.1,0.1,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4572,PIR FLO CORACAO 500G VERMELHO 50UN,7896321011299,0.22,0.23,0.23,0.23,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4573,PIR FLO FLOP CORACAO 300G C/ACUCAR EXPL,7896321037015,1.37,1.39,1.39,1.4,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4574,PIR FLO FLOPITO 800G FRUTAS 100UN,7896321004246,0.13,0.13,0.13,0.13,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4575,PIR FLO GIGA 600G CHICLE CEREJA 24UN,7896321019486,0.48,0.48,0.48,0.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4576,PIR FLO GIGA 600G CHICLE ENERG 24UN,7896321019516,0.47,0.48,0.48,0.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4577,PIR FLO GIGA 600G CHICLE MORANGO 24UN,7896321024664,0.47,0.48,0.48,0.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4578,PIR FLO GIGA 600G CHICLE T FRUTTI 24UN,7896321019493,0.47,0.48,0.48,0.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4579,PIR FLO PEGADAS DO BANZE 300G BRILHANTE,7896321036902,1.37,1.39,1.39,1.4,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4580,PIR FLO POP KISS 300G NEON,7896321036926,1.37,1.39,1.39,1.4,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4581,PIR PLUTONITA 132G EXPLOSIVO MACA VDE,7891118026944,1.19,1.2,1.21,1.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4582,PIR PLUTONITA 132G EXPLOSIVO MELANCIA,7891118026951,1.19,1.2,1.21,1.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4583,PIR POP MANIA 500G CHERRY,7891151043502,9.05,9.16,9.21,9.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:00
4584,PIR POP MANIA 500G FRUTAS TROPICAIS,7891151043540,9.05,9.16,9.21,9.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4585,PIR POP MANIA 500G NAPOLITANO,7891151043533,9.05,9.16,9.21,9.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4586,PIR POP MANIA MAX 672G CER P LINGUA,7891151035392,0.51,0.52,0.52,0.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4587,PIR POP MANIA MAX 672G ENERGY,7891151038591,0.51,0.52,0.52,0.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4588,PIR POP MANIA MAX 672G MORANGO,7891151036900,0.51,0.52,0.52,0.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4589,PISTOLA COLA QUENTE GD KIT-P042,7890265083176,25.07,25.37,25.49,25.61,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4590,PISTOLA COLA QUENTE PEQ KIT-037,7890265160082,18.23,18.45,18.54,18.63,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4591,PLACA E.V.A DUBFLEX 40X47 AMARELO,7898915934090,1.33,1.35,1.35,1.36,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4592,PLACA E.V.A DUBFLEX 40X47 AZ MARINHO,7898915934113,1.31,1.32,1.33,1.33,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4593,PLACA E.V.A DUBFLEX 40X47 AZ ROYAL,7898915934120,1.31,1.32,1.33,1.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4594,PLACA E.V.A DUBFLEX 40X47 BCO,7898915934144,1.32,1.34,1.34,1.35,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4595,PLACA E.V.A DUBFLEX 40X47 BEGE PELE,7898915934137,1.31,1.33,1.34,1.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4596,PLACA E.V.A DUBFLEX 40X47 LARANJA,7898915934168,1.3,1.32,1.32,1.33,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4597,PLACA E.V.A DUBFLEX 40X47 LILAS,7898915934175,1.3,1.32,1.32,1.33,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4598,PLACA E.V.A DUBFLEX 40X47 MARROM,7898915934182,1.31,1.33,1.34,1.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4599,PLACA E.V.A DUBFLEX 40X47 PTO,7898915934199,1.3,1.31,1.32,1.32,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4600,PLACA E.V.A DUBFLEX 40X47 VDE BAND,7898915934243,1.33,1.34,1.35,1.36,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4601,PLACA E.V.A DUBFLEX 40X47 VERMELHO,7898915934304,1.31,1.33,1.33,1.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4602,PLACA E.V.A DUBFLEX 40X60 AZ GLITTER,7898915934724,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
