row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
628,BEB AGUARDENT PITU GFA 600ml,7896607100372,8.9,8.97,9.01,9.04,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-pitu-600ml-71504,https://destro.fbitsstatic.net/img/p/cachaca-pitu-600ml-71504/258040.jpg?w=900&h=900&v=202501231555&qs=ignore,Cachaça Pitú 600ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896607100372.webp,22688,900,900,2026-07-06T11:54:39
629,BEB AGUARDENT TERRA ROXA 965ml,7896273100928,16.97,17.11,17.17,17.24,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/aguardente-terra-roxa-965ml-80388,https://destro.fbitsstatic.net/img/p/aguardente-terra-roxa-965ml-80388/266943-1.jpg?w=900&h=900&v=202501231555&qs=ignore,Aguardente Terra Roxa 965ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896273100928.webp,21574,900,900,2026-07-06T11:54:40
630,BEB AGUARDENT VELHO BARR VD 910ml,7896050200124,12.9,13.0,13.05,13.11,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-velho-barreiro-910ml-70818,https://destro.fbitsstatic.net/img/p/cachaca-velho-barreiro-910ml-70818/257354.jpg?w=900&h=900&v=202501231555&qs=ignore,Cachaça Velho Barreiro 910ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896050200124.webp,22862,900,900,2026-07-06T11:54:40
631,BEB AGUARDENT YPIOCA BR 965ml OURO S/PAL,7896383700681,17.62,17.76,17.83,17.9,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-ypioca-brasilizar-ouro-965ml-71083,https://destro.fbitsstatic.net/img/p/cachaca-ypioca-brasilizar-ouro-965ml-71083/257619.jpg?w=900&h=900&v=202501231555&qs=ignore,Cachaça Ypióca Brasilizar Ouro 965ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896383700681.webp,20820,900,900,2026-07-06T11:54:41
632,BEB ALC MISTA BALALAIKA FRUIT 1l BLUBER,7896273100720,12.69,12.79,12.84,12.89,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/vodka-balalaika-fruit-limao-1l-81586,https://destro.fbitsstatic.net/img/p/vodka-balalaika-fruit-limao-1l-81586/268141.jpg?w=900&h=900&v=202501231555&qs=ignore,Vodka Balalaika Fruit Limão 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896273100720.webp,15820,900,900,2026-07-06T11:54:42
633,BEB ALC MISTA BALALAIKA FRUIT 1l FR VM,7896273100713,12.69,12.79,12.84,12.89,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/vodka-balalaika-fruit-limao-1l-81586,https://destro.fbitsstatic.net/img/p/vodka-balalaika-fruit-limao-1l-81586/268141.jpg?w=900&h=900&v=202501231555&qs=ignore,Vodka Balalaika Fruit Limão 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896273100713.webp,15820,900,900,2026-07-06T11:54:43
634,BEB ALC MISTA BALALAIKA FRUIT 1l LIMAO,7896273100683,12.69,12.79,12.84,12.89,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/vodka-balalaika-fruit-limao-1l-81586,https://destro.fbitsstatic.net/img/p/vodka-balalaika-fruit-limao-1l-81586/268141.jpg?w=900&h=900&v=202501231555&qs=ignore,Vodka Balalaika Fruit Limão 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896273100683.webp,15820,900,900,2026-07-06T11:54:43
635,"BEB ALC MISTA BALALAIKA ICE 275ml, LIMAO",7896273100188,2.98,3.0,3.02,3.03,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/51-ice-limao-275ml-71113,https://destro.fbitsstatic.net/img/p/51-ice-limao-275ml-71113/257649.jpg?w=900&h=900&v=202501231555&qs=ignore,51 Ice Limão 275ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896273100188.webp,24414,900,900,2026-07-06T11:54:44
636,BEB ALC MISTA CERESER 275ml MACA VERDE,7896072923698,3.96,3.99,4.01,4.02,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/bebida-gaseificada-cereser-sem-alcool-sabor-maca-verde-275ml-92676,https://destro.fbitsstatic.net/img/p/bebida-gaseificada-cereser-sem-alcool-sabor-maca-verde-275ml-92676/279674.jpg?w=900&h=900&v=202605081158&qs=ignore,Bebida Gaseificada Cereser Sem Álcool Sabor Maçã Verde 275ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896072923698.webp,18102,900,900,2026-07-06T11:54:44
637,BEB ALC MISTA CERESER 275ml ORIGINAL,7896072923674,3.96,3.99,4.01,4.02,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/bebida-gaseificada-cereser-sem-alcool-sabor-maca-275ml-92675,https://destro.fbitsstatic.net/img/p/bebida-gaseificada-cereser-sem-alcool-sabor-maca-275ml-92675/279673.jpg?w=900&h=900&v=202605081158&qs=ignore,Bebida Gaseificada Cereser Sem Álcool Sabor Maçã 275ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896072923674.webp,21126,900,900,2026-07-06T11:54:44
638,BEB ALC MISTA DOM TAPPARO 750ml CHOCO,7898706420405,40.86,41.19,41.35,41.51,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/bebida-mista-dom-tapparo-chocolate-750ml-90766,https://destro.fbitsstatic.net/img/p/bebida-mista-dom-tapparo-chocolate-750ml-90766/277764.jpg?w=900&h=900&v=202508271029&qs=ignore,Bebida Mista Dom Tapparo Chocolate 750ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898706420405.webp,14494,900,900,2026-07-06T11:54:46
639,BEB ALC MISTA DOM TAPPARO 750ml D LEITE,7898706420467,48.02,48.4,48.6,48.79,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/bebida-mista-dom-tapparo-doce-de-leite-750ml-90767,https://destro.fbitsstatic.net/img/p/bebida-mista-dom-tapparo-doce-de-leite-750ml-90767/277765.jpg?w=900&h=900&v=202508271029&qs=ignore,Bebida Mista Dom Tapparo Doce de Leite 750ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898706420467.webp,14526,900,900,2026-07-06T11:54:47
640,BEB ALC MISTA DOM TAPPARO 750ml PACOCA,7898706420313,40.86,41.19,41.35,41.51,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/bebida-mista-dom-tapparo-pacoca-750ml-90765,https://destro.fbitsstatic.net/img/p/bebida-mista-dom-tapparo-pacoca-750ml-90765/277763.jpg?w=900&h=900&v=202508271029&qs=ignore,Bebida Mista Dom Tapparo Paçoca 750ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898706420313.webp,18558,900,900,2026-07-06T11:54:48
641,BEB ALC MISTA DOM TAPPARO 750ml PISTACHE,7898706420481,48.02,48.4,48.6,48.79,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/bebida-mista-dom-tapparo-pistache-750ml-90768,https://destro.fbitsstatic.net/img/p/bebida-mista-dom-tapparo-pistache-750ml-90768/277766.jpg?w=900&h=900&v=202508271029&qs=ignore,Bebida Mista Dom Tapparo Pistache 750ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898706420481.webp,19234,900,900,2026-07-06T11:54:48
642,BEB ALC MISTA SMIRNOFF ICE VD 275ml,7893218003603,5.98,6.03,6.05,6.08,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/smirnoff-ice-275ml-71246,https://destro.fbitsstatic.net/img/p/smirnoff-ice-275ml-71246/257782-1.jpg?w=900&h=900&v=202501231555&qs=ignore,Smirnoff Ice 275ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7893218003603.webp,27770,900,900,2026-07-06T11:54:48
643,BEB ALIM ALMOND BREEZE AMEND 1l BAUNILHA,7898215157120,9.9,9.98,10.02,10.06,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/bebida-de-amendoas-almond-breeze-baunilha-1l-84425,https://destro.fbitsstatic.net/img/p/bebida-de-amendoas-almond-breeze-baunilha-1l-84425/270980-1.jpg?w=900&h=900&v=202501231555&qs=ignore,Bebida de Amêndoas Almond Breeze Baunilha 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898215157120.webp,31434,900,900,2026-07-06T11:54:50
644,BEB ALIM ALMOND BREEZE AMEND 1l CHOCO,7898215157113,9.9,9.98,10.02,10.06,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/bebida-lactea-almond-breeze-amendoas-e-coco-1l-92566,https://destro.fbitsstatic.net/img/p/bebida-lactea-almond-breeze-amendoas-e-coco-1l-92566/279564.jpg?w=900&h=900&v=202604291741&qs=ignore,Bebida Láctea Almond Breeze Amêndoas e Coco 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898215157113.webp,35300,900,900,2026-07-06T11:54:50
645,BEB ALIM ALMOND BREEZE AMEND 1l ORIG,7898215157106,9.9,9.98,10.02,10.06,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/bebida-lactea-almond-breeze-amendoas-e-coco-1l-92566,https://destro.fbitsstatic.net/img/p/bebida-lactea-almond-breeze-amendoas-e-coco-1l-92566/279564.jpg?w=900&h=900&v=202604291741&qs=ignore,Bebida Láctea Almond Breeze Amêndoas e Coco 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898215157106.webp,35300,900,900,2026-07-06T11:54:50
646,BEB AMENDOA ALMOND BREEZE COCO 1l,7898215157694,9.52,9.6,9.63,9.67,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/bebida-lactea-almond-breeze-amendoas-e-coco-1l-92566,https://destro.fbitsstatic.net/img/p/bebida-lactea-almond-breeze-amendoas-e-coco-1l-92566/279564.jpg?w=900&h=900&v=202604291741&qs=ignore,Bebida Láctea Almond Breeze Amêndoas e Coco 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898215157694.webp,35300,900,900,2026-07-06T11:54:51
647,BEB APERITIVO PARATUDO 900ml,7896685200063,12.9,13.0,13.05,13.11,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/aperitivo-paratudo-900ml-71055,https://destro.fbitsstatic.net/img/p/aperitivo-paratudo-900ml-71055/257591-1.jpg?w=900&h=900&v=202501231555&qs=ignore,Aperitivo Paratudo 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896685200063.webp,24740,900,900,2026-07-06T11:54:52
648,"BEB BATIDA BAIANINHA 900ml, AMENDOIM",7896092501302,14.74,14.86,14.92,14.98,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/coquetel-baianinha-amendoim-900ml-70902,https://destro.fbitsstatic.net/img/p/coquetel-baianinha-amendoim-900ml-70902/257438.jpg?w=900&h=900&v=202501231555&qs=ignore,Coquetel Baianinha Amendoim 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896092501302.webp,27886,900,900,2026-07-06T11:54:52
649,"BEB BATIDA BAIANINHA 900ml, COCO",7896092501326,14.74,14.86,14.92,14.98,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/coquetel-baianinha-coco-900ml-70901,https://destro.fbitsstatic.net/img/p/coquetel-baianinha-coco-900ml-70901/257437.jpg?w=900&h=900&v=202501231555&qs=ignore,Coquetel Baianinha Coco 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896092501326.webp,25504,900,900,2026-07-06T11:54:52
650,BEB CACHACA DOM TAPPARO 1l AMBURANA,7898706420290,25.53,25.73,25.84,25.94,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-dom-tapparo-amburana-1l-90771,https://destro.fbitsstatic.net/img/p/cachaca-dom-tapparo-amburana-1l-90771/277769.jpg?w=900&h=900&v=202508271029&qs=ignore,Cachaça Dom Tapparo Amburana 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898706420290.webp,23714,900,900,2026-07-06T11:54:54
651,BEB CACHACA DOM TAPPARO 1l BRANCA,7898939469837,20.43,20.59,20.68,20.76,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-dom-tapparo-branca-1l-90769,https://destro.fbitsstatic.net/img/p/cachaca-dom-tapparo-branca-1l-90769/277767.jpg?w=900&h=900&v=202508271029&qs=ignore,Cachaça Dom Tapparo Branca 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898939469837.webp,17176,900,900,2026-07-06T11:54:54
652,BEB CACHACA DOM TAPPARO 1l ENVELHECIDA,7898939469820,22.46,22.64,22.73,22.82,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-dom-tapparo-envelhecida-1l-90770,https://destro.fbitsstatic.net/img/p/cachaca-dom-tapparo-envelhecida-1l-90770/277768.jpg?w=900&h=900&v=202508271029&qs=ignore,Cachaça Dom Tapparo Envelhecida 1L,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898939469820.webp,21484,900,900,2026-07-06T11:54:54
653,BEB CACHACA MIPIBU CRISTAL 500ml,7898906661066,37.61,37.91,38.06,38.21,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-mipibu-cristal-500ml-84501,https://destro.fbitsstatic.net/img/p/cachaca-mipibu-cristal-500ml-84501/271056.jpg?w=900&h=900&v=202501231555&qs=ignore,Cachaça Mipibu Cristal 500ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898906661066.webp,13752,900,900,2026-07-06T11:54:55
654,BEB CACHACA MIPIBU OURO 275ml,7898906661073,23.71,23.9,23.99,24.09,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cachaca-mipibu-ouro-275ml-84717,https://destro.fbitsstatic.net/img/p/cachaca-mipibu-ouro-275ml-84717/271274.jpg?w=900&h=900&v=202501231555&qs=ignore,Cachaça Mipibu Ouro 275ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898906661073.webp,18428,900,900,2026-07-06T11:54:57
655,BEB CERVEJA HB HOFBRAU LAGER GF 500ml,7898648691345,17.18,17.32,17.39,17.45,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/sabao-liquido-ola-bebe-500ml-72878,https://destro.fbitsstatic.net/img/p/sabao-liquido-ola-bebe-500ml-72878/259414.jpg?w=900&h=900&v=202501231555&qs=ignore,Sabão Líquido Ola Bebê 500ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898648691345.webp,20994,900,900,2026-07-06T11:54:57
656,BEB CERVEJA HB HOFBRAU WEISSE GF 500ml,7898648691352,17.18,17.32,17.39,17.45,REVISAR_MATCH_DESTRO,APROVADO_EDSON,"Imagem veio da Destro, mas a correspondencia precisa de revisao. Aprovado manualmente por Edson em 2026-07-06T13:10:18.",destromacro.com.br,https://www.destromacro.com.br/produto/cerveja-wienbier-weiss-57-lata-710ml-76459,https://destro.fbitsstatic.net/img/p/cerveja-wienbier-weiss-57-lata-710ml-76459/263013.jpg?w=900&h=900&v=202501231555&qs=ignore,Cerveja Wienbier Weiss 57 Lata 710ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898648691352.webp,45100,900,900,2026-07-06T11:54:58
657,BEB CERVEJA WIENBIER 55 ED ILIM LT 350ml,7898099398190,2.96,2.98,3.0,3.01,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cerveja-pilsen-wienbier-55-premium-lata-710ml-72648,https://destro.fbitsstatic.net/img/p/cerveja-pilsen-wienbier-55-premium-lata-710ml-72648/259184.jpg?w=900&h=900&v=202501231555&qs=ignore,Cerveja Pilsen Wienbier 55 Premium Lata 710ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898099398190.webp,34068,900,900,2026-07-06T11:54:59
658,BEB CERVEJA WIENBIER 55 PILSEN LT 710ml,7898099394055,7.16,7.22,7.25,7.27,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cerveja-pilsen-wienbier-55-premium-lata-710ml-72648,https://destro.fbitsstatic.net/img/p/cerveja-pilsen-wienbier-55-premium-lata-710ml-72648/259184.jpg?w=900&h=900&v=202501231555&qs=ignore,Cerveja Pilsen Wienbier 55 Premium Lata 710ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898099394055.webp,34068,900,900,2026-07-06T11:54:59
659,BEB CERVEJA WIENBIER 55 S/ GLUT LT 710ml,7898099394642,9.14,9.21,9.25,9.29,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cerveja-pilsen-wienbier-55-premium-lata-710ml-72648,https://destro.fbitsstatic.net/img/p/cerveja-pilsen-wienbier-55-premium-lata-710ml-72648/259184.jpg?w=900&h=900&v=202501231555&qs=ignore,Cerveja Pilsen Wienbier 55 Premium Lata 710ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898099394642.webp,34068,900,900,2026-07-06T11:55:00
660,BEB CERVEJA WIENBIER 56 BLACK LT 710ml,7898099394956,9.14,9.21,9.25,9.29,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cerveja-wienbier-preta-56-lata-710ml-76457,https://destro.fbitsstatic.net/img/p/cerveja-wienbier-preta-56-lata-710ml-76457/263011.jpg?w=900&h=900&v=202501231555&qs=ignore,Cerveja Wienbier Preta 56 Lata 710ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898099394956.webp,35264,900,900,2026-07-06T11:55:01
661,BEB CERVEJA WIENBIER 57 WEISS LT 710ml,7898099396257,9.14,9.21,9.25,9.29,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cerveja-wienbier-weiss-57-lata-710ml-76459,https://destro.fbitsstatic.net/img/p/cerveja-wienbier-weiss-57-lata-710ml-76459/263013.jpg?w=900&h=900&v=202501231555&qs=ignore,Cerveja Wienbier Weiss 57 Lata 710ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898099396257.webp,45100,900,900,2026-07-06T11:55:01
662,BEB CERVEJA WIENBIER 59 IPA LT 710ml,7898099394659,9.56,9.64,9.67,9.71,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/cerveja-ipa-wienbier-59-lata-710ml-76461,https://destro.fbitsstatic.net/img/p/cerveja-ipa-wienbier-59-lata-710ml-76461/263015-1.jpg?w=900&h=900&v=202501231555&qs=ignore,Cerveja Ipa Wienbier 59 Lata 710ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898099394659.webp,37394,900,900,2026-07-06T11:55:01
663,BEB CHOPP VINHO LIDER 600ml DRAFT,7898280625029,5.98,6.03,6.05,6.08,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/chop-de-vinho-lider-draft-600ml-91597,https://destro.fbitsstatic.net/img/p/chop-de-vinho-lider-draft-600ml-91597/278595-1.jpg?w=900&h=900&v=202511281453&qs=ignore,Chop de Vinho Líder Draft 600ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898280625029.webp,17482,900,900,2026-07-06T11:55:02
664,"BEB COCKTAIL ASKOV REMIX 900ml, BLUEBERR",7896092503559,17.0,17.14,17.2,17.27,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/coquetel-askov-blueberry-remix-900ml-70907,https://destro.fbitsstatic.net/img/p/coquetel-askov-blueberry-remix-900ml-70907/257443.jpg?w=900&h=900&v=202501231555&qs=ignore,Coquetel Askov Blueberry Remix 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896092503559.webp,21522,900,900,2026-07-06T11:55:03
665,"BEB COCKTAIL ASKOV REMIX 900ml, FRUT RX",7896092503368,17.0,17.14,17.2,17.27,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/coquetel-askov-frutas-roxas-remix-900ml-72802,https://destro.fbitsstatic.net/img/p/coquetel-askov-frutas-roxas-remix-900ml-72802/259338.jpg?w=900&h=900&v=202501231555&qs=ignore,Coquetel Askov Frutas Roxas Remix 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896092503368.webp,20020,900,900,2026-07-06T11:55:03
666,"BEB COCKTAIL ASKOV REMIX 900ml, FRUT VM",7896092503276,17.0,17.14,17.2,17.27,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/coquetel-askov-frutas-roxas-remix-900ml-72802,https://destro.fbitsstatic.net/img/p/coquetel-askov-frutas-roxas-remix-900ml-72802/259338.jpg?w=900&h=900&v=202501231555&qs=ignore,Coquetel Askov Frutas Roxas Remix 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896092503276.webp,20020,900,900,2026-07-06T11:55:04
667,"BEB COCKTAIL ASKOV REMIX 900ml, KIWI",7896092503283,17.0,17.14,17.2,17.27,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/coquetel-askov-kiwi-remix-900ml-72803,https://destro.fbitsstatic.net/img/p/coquetel-askov-kiwi-remix-900ml-72803/259339.jpg?w=900&h=900&v=202501231555&qs=ignore,Coquetel Askov Kiwi Remix 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896092503283.webp,19658,900,900,2026-07-06T11:55:04
668,"BEB COCKTAIL ASKOV REMIX 900ml, LIMAO",7896092503269,17.0,17.14,17.2,17.27,OK_DESTRO,APROVADO_EDSON,Imagem encontrada na Destro com boa correspondencia de nome. Aprovado manualmente por Edson em 2026-07-06T13:10:18.,destromacro.com.br,https://www.destromacro.com.br/produto/coquetel-askov-limao-remix-900ml-70905,https://destro.fbitsstatic.net/img/p/coquetel-askov-limao-remix-900ml-70905/257441.jpg?w=900&h=900&v=202501231555&qs=ignore,Coquetel Askov Limão Remix 900ml,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896092503269.webp,17040,900,900,2026-07-06T11:55:05
